ISO	COUNTRY_NAME	AFRICAN_REGION	2020-01-01	2020-01-02	2020-01-03	2020-01-04	2020-01-05	2020-01-06	2020-01-07	2020-01-08	2020-01-09	2020-01-10	2020-01-11	2020-01-12	2020-01-13	2020-01-14	2020-01-15	2020-01-16	2020-01-17	2020-01-18	2020-01-19	2020-01-20	2020-01-21	2020-01-22	2020-01-23	2020-01-24	2020-01-25	2020-01-26	2020-01-27	2020-01-28	2020-01-29	2020-01-30	2020-01-31	2020-02-01	2020-02-02	2020-02-03	2020-02-04	2020-02-05	2020-02-06	2020-02-07	2020-02-08	2020-02-09	2020-02-10	2020-02-11	2020-02-12	2020-02-13	2020-02-14	2020-02-15	2020-02-16	2020-02-17	2020-02-18	2020-02-19	2020-02-20	2020-02-21	2020-02-22	2020-02-23	2020-02-24	2020-02-25	2020-02-26	2020-02-27	2020-02-28	2020-02-29	2020-03-01	2020-03-02	2020-03-03	2020-03-04	2020-03-05	2020-03-06	2020-03-07	2020-03-08	2020-03-09	2020-03-10	2020-03-11	2020-03-12	2020-03-13	2020-03-14	2020-03-15	2020-03-16	2020-03-17	2020-03-18	2020-03-19	2020-03-20	2020-03-21	2020-03-22	2020-03-23	2020-03-24	2020-03-25	2020-03-26	2020-03-27	2020-03-28	2020-03-29	2020-03-30	2020-03-31	2020-04-01	2020-04-02	2020-04-03	2020-04-04	2020-04-05	2020-04-06	2020-04-07	2020-04-08	2020-04-09	2020-04-10	2020-04-11	2020-04-12	2020-04-13	2020-04-14	2020-04-15	2020-04-16	2020-04-17	2020-04-18	2020-04-19	2020-04-20	2020-04-21	2020-04-22	2020-04-23	2020-04-24	2020-04-25	2020-04-26	2020-04-27	2020-04-28	2020-04-29	2020-04-30	2020-05-01	2020-05-02	2020-05-03	2020-05-04	2020-05-05	2020-05-06	2020-05-07	2020-05-08	2020-05-09	2020-05-10	2020-05-11	2020-05-12	2020-05-13	2020-05-14	2020-05-15	2020-05-16	2020-05-17	2020-05-18	2020-05-19	2020-05-20	2020-05-21	2020-05-22	2020-05-23	2020-05-24	2020-05-25	2020-05-26	2020-05-27	2020-05-28	2020-05-29	2020-05-30	2020-05-31	2020-06-01	2020-06-02	2020-06-03	2020-06-04	2020-06-05	2020-06-06	2020-06-07	2020-06-08	2020-06-09	2020-06-10	2020-06-11	2020-06-12	2020-06-13	2020-06-14	2020-06-15	2020-06-16	2020-06-17	2020-06-18	2020-06-19	2020-06-20	2020-06-21	2020-06-22	2020-06-23	2020-06-24	2020-06-25	2020-06-26	2020-06-27	2020-06-28	2020-06-29	2020-06-30	2020-07-01	2020-07-02	2020-07-03	2020-07-04	2020-07-05	2020-07-06	2020-07-07	2020-07-08	2020-07-09	2020-07-10	2020-07-11	2020-07-12	2020-07-13	2020-07-14	2020-07-15	2020-07-16	2020-07-17	2020-07-18	2020-07-19	2020-07-20	2020-07-21	2020-07-22	2020-07-23	2020-07-24	2020-07-25	2020-07-26	2020-07-27	2020-07-28	2020-07-29	2020-07-30	2020-07-31	2020-08-01	2020-08-02	2020-08-03	2020-08-04	2020-08-05	2020-08-06	2020-08-07	2020-08-08	2020-08-09	2020-08-10	2020-08-11	2020-08-12	2020-08-13	2020-08-14	2020-08-15	2020-08-16	2020-08-17	2020-08-18	2020-08-19	2020-08-20	2020-08-21	2020-08-22	2020-08-23	2020-08-24	2020-08-25	2020-08-26	2020-08-27	2020-08-28	2020-08-29	2020-08-30	2020-08-31	2020-09-01	2020-09-02	2020-09-03	2020-09-04	2020-09-05	2020-09-06	2020-09-07	2020-09-08	2020-09-09	2020-09-10	2020-09-11	2020-09-12	2020-09-13	2020-09-14	2020-09-15	2020-09-16	2020-09-17	2020-09-18	2020-09-19	2020-09-20	2020-09-21	2020-09-22	2020-09-23	2020-09-24	2020-09-25	2020-09-26	2020-09-27	2020-09-28	2020-09-29	2020-09-30	2020-10-01	2020-10-02	2020-10-03	2020-10-04	2020-10-05	2020-10-06	2020-10-07	2020-10-08	2020-10-09	2020-10-10	2020-10-11	2020-10-12	2020-10-13	2020-10-14	2020-10-15	2020-10-16	2020-10-17	2020-10-18	2020-10-19	2020-10-20	2020-10-21	2020-10-22	2020-10-23	2020-10-24	2020-10-25	2020-10-26	2020-10-27	2020-10-28	2020-10-29	2020-10-30	2020-10-31	2020-11-01	2020-11-02	2020-11-03	2020-11-04	2020-11-05	2020-11-06	2020-11-07	2020-11-08	2020-11-09	2020-11-10	2020-11-11	2020-11-12	2020-11-13	2020-11-14	2020-11-15	2020-11-16	2020-11-17	2020-11-18	2020-11-19	2020-11-20	2020-11-21	2020-11-22	2020-11-23	2020-11-24	2020-11-25	2020-11-26	2020-11-27	2020-11-28	2020-11-29	2020-11-30	2020-12-01	2020-12-02	2020-12-03	2020-12-04	2020-12-05	2020-12-06	2020-12-07	2020-12-08	2020-12-09	2020-12-10	2020-12-11	2020-12-12	2020-12-13	2020-12-14	2020-12-15	2020-12-16	2020-12-17	2020-12-18	2020-12-19	2020-12-20	2020-12-21	2020-12-22	2020-12-23	2020-12-24	2020-12-25	2020-12-26	2020-12-27	2020-12-28	2020-12-29	2020-12-30	2020-12-31	2021-01-01	2021-01-02	2021-01-03	2021-01-04	2021-01-05	2021-01-06	2021-01-07	2021-01-08	2021-01-09	2021-01-10	2021-01-11	2021-01-12	2021-01-13	2021-01-14	2021-01-15	2021-01-16	2021-01-17	2021-01-18	2021-01-19	2021-01-20	2021-01-21	2021-01-22	2021-01-23	2021-01-24	2021-01-25	2021-01-26	2021-01-27	2021-01-28	2021-01-29	2021-01-30	2021-01-31	2021-02-01	2021-02-02	2021-02-03	2021-02-04	2021-02-05	2021-02-06	2021-02-07	2021-02-08	2021-02-09	2021-02-10	2021-02-11	2021-02-12	2021-02-13	2021-02-14	2021-02-15	2021-02-16	2021-02-17	2021-02-18	2021-02-19	2021-02-20	2021-02-21	2021-02-22	2021-02-23	2021-02-24	2021-02-25	2021-02-26	2021-02-27	2021-02-28	2021-03-01	2021-03-02	2021-03-03	2021-03-04	2021-03-05	2021-03-06	2021-03-07	2021-03-08	2021-03-09	2021-03-10	2021-03-11	2021-03-12	2021-03-13	2021-03-14	2021-03-15	2021-03-16	2021-03-17	2021-03-18	2021-03-19	2021-03-20	2021-03-21	2021-03-22	2021-03-23	2021-03-24	2021-03-25	2021-03-26	2021-03-27	2021-03-28	2021-03-29	2021-03-30	2021-03-31	2021-04-01	2021-04-02	2021-04-03	2021-04-04	2021-04-05	2021-04-06	2021-04-07	2021-04-08	2021-04-09	2021-04-10	2021-04-11	2021-04-12	2021-04-13	2021-04-14	2021-04-15	2021-04-16	2021-04-17	2021-04-18	2021-04-19	2021-04-20	2021-04-21	2021-04-22	2021-04-23	2021-04-24	2021-04-25	2021-04-26	2021-04-27	2021-04-28	2021-04-29	2021-04-30	2021-05-01	2021-05-02	2021-05-03
GMB	Gambia	Western Africa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	2	0	0	1	0	0	0	5	0	2	3	0	4	9	1	0	10	7	4	9	0	0	14	4	3	0	3	0	3	3	0	3	0	0	0	0	1	2	0	0	0	0	0	0	1	0	2	1	0	2	2	0	1	0	0	0	2	0	0	0	0	1	0	1	0	0	3	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	2	0	1	0	0	0	0	3	0	0	0	0	1	4	1	0	0	2	1	0	1	2	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	5	2	0	0	1	0	0	0	0	0	2	0	1	1	0	0	0	1	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	1	2	0	0	0	1	0	0	0	1				
GHA	Ghana	Western Africa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	1	0	5	1	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	2	4	1	0	2	0	0	0	0	1	0	0	2	0	0	1	1	0	2	0	0	4	2	0	4	0	0	0	0	0	3	3	0	4	8	0	4	15	0	10	0	0	8	0	9	0	0	5	0	5	7	0	0	0	0	6	4	0	0	0	0	0	6	3	5	0	0	0	0	0	8	7	0	0	7	7	0	0	9	0	8	0	0	7	0	9	0	8	0	0	0	8	0	8	9	0	13	0	0	2	0	0	7	0	0	6	0	0	0	0	4	3	0	0	0	0	2	1	0	0	8	0	0	0	0	3	0	0	0	2	0	0	0	0	2	0	0	0	0	0	2	0	3	0	0	0	0	2	0	2	0	0	0	0	0	0	2	0	2	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	1	0	0	0	0	0	2	2	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	2	0	2	0	1	0	3	2	6	6	0	3	0	6	0	5	5	0	13	8	7	6	5	8	9	7	9	8	7	8	10	12	11		28	9	19		4	3		4	5	5	2	4	6	0	5	3	5	4	9	9	8	3	7	9	6	5	6	6	6	6	7	7		8	3	4	5	6	3	3	3	0	0	0	0	2	1	1	0	4	4	0	0	0	0	0	2	0	7	2	0	3	0	5	0	1	0	5	0	0	0	0	0	2	0	0	0		0				
GIN	Guinea	Western Africa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	3	0	1	1	0	0	2	1	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	1	1	0	0	0	1	1	0	2	0	0	0	1	0	0	0	1	1	1	0	0	1	0	0	1	0	0	0	1	1	0	1	0	0	1	2	1	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	2	0	1	1	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	1	0	2	0	1	1	0	2	0	2	1	3	0	1	0	1	1	1	1	1	1	2	1	2	0	0	3	0	4	3	2	0	2	1	1	1	0	0	1	0	0	1	1	1	2	0	0	0	2	0	0	0	1	0	0	0	1	0	1	0	0	3	0	0	1	1	
GNB	Guinea-Bissau	Western Africa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	3	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	2	0	0	0	3	0	0	2	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	1	0	0	0	0	2	0	1	0	0		1	0	5	0	0	0		0	2	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0		0	0	0	0	0	0		
KEN	Kenya	Eastern Africa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	2	0	0	0	1	0	1	1	0	1	1	0	1	2	0	0	0	0	0	0	0	0	0	1	2	4	1	2	0	0	2	3	0	1	2	1	3	4	2	3	5	0	0	0	0	0	0	0	1	1	0	3	3	4	1	1	5	2	3	4	1	4	1	1	3	1	3	4	4	3	1	1	2	10	2	2	2	2	3	2	2	5	4	2	1	4	1	3	2	5	1	4	3	2	4	8	3	1	12	5	7	8	5	3	9	4	12	10	3	11	4	2	5	14	12	14	16	23	5	13	6	3	8	14	5	2	3	15	18	4	5	7	2	8	5	19	10	16	10	6	6	5	5	3	0	5	2	3	0	4	4	4	5	3	2	0	8	5	4	3	3	2	10	3	5	4	0	2	2	9	5	5	13	7	2	9	7	4	7	7	3	3	4	8	5	3	4	5	6	11	10	10	8	8	12	7	7	3	16	12	14	12	6	18	14	16	14	17	15	17	14	12	12	21	21	10	8	19	24	26	23	25	21	20	18	15	11	17	19	17	14	12	17	8	10	14	4	7	17	5	10	16	6	12	8	5	14	7	16	14	4	1	6	11	10	4	11	4	6	5	3	1	4	1	2	3	6	1	2	3	11	4	0	1	4	4	8	1	1	6	3	3	4	3	3	2	3	3	0	2	3	1	0	4	0	6	1	2	0	2	8	3	0	3	4	3	0	3	7	3	2	3	0	1	0	0	2	4	6	6	4	6	4	10	2	8	6	1	2	3	4	3	4	3	1	2	3	7	12	1	2	7	5	5	7	12	17	28	12	17	12	25	18	26	6	6	13	18	12	6	14	19	20	18	20	14	18	16	17	21	18	20	26	26	4	19	20	18	20	18	21	20	23	20	19	21	22	23	19	17	20	19	18
LSO	Lesotho	Southern Africa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	3	0	0	0	0	0	0	0	0	3	3	0	0	1	0	0	1	5	0	2	0	2	0	0	0	1	0	0	1	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	2	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	2	1	0	0	0	0	0	0	0	0	0	14	0	0	0	8	3	3	5	1	0	0	2	2	4	0	0	8	1	1	10	0	10	0	11	12	14	0	3	1	8	0	0	6	2	3	0	0	0	24	3	2	13	5	0	13	11	25	6	0	0	0	3	3	1	0	0	0	0	3	0	10	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0		0	0	0	0	0	0	0	0	2		
LBR	Liberia	Western Africa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	3	1	4	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	2	0	0	0	1	0	0	0	0	0	1	0	0	2	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	2	2	0	1	5	0	4	0	14	1	2	1	1	0	0	0	0	1	0	0	1	0	0	0	1	2	0	2	1	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
LBY	Libya	Northern Africa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	2	0	0	0	0	0	0	3	4	1	0	0	0	3	2	1	1	1	1	0	5	2	1	1	2	0	1	1	2	1	3	1	1	0	1	1	0	3	3	1	1	2	4	3	4	2	1	6	3	10	3	3	8	1	5	7	5	7	0	3	4	6	8	4	7	5	4	7	8	11	4	7	9	7	5	1	5	5	8	4	8	10	13	11	18	10	15	13	2	8	6	15	11	15	9	8	18	6	10	9	5	17	8	21	7	13	11	8	11	8	14	4	6	6	8	5	2	8	13	12	13	12	18	0	26	7	14	19	3	6	16	5	6	11	11	8	16	10	14	9	13	7	7	8	5	9	15	13	13	15	10	0	22	8	16	12	9	6	0	21	13	8	15	15	13	0	13	17	13	4	12	7	0	12	12	12	6	12	5	0	21	15	5	5	13	9	0	7	16	16	8	6	16	0	21	4	4	15	19	9	0	23	16	10	10	12	10	0	13	8	33	7	16	6	0	14	33	2	15	1	21	0	26	19	7	13	30	10	0	35	6	13	18	5	17		17	21	8	7	20	5		4	24	9	5	5	27	0	26	2	9	26	5	18	0	5	31	6	3	14	3	0	37	15	9	33	10	8	0	38	16	4	16	13	52	0	19	7	51	18	9	11		16	35	5	9	13	4		53	20	8	7	27	8		16	5	2	4	39	9		14	12	11	5	12	11		49	9	5	9	4	6		10	8	
MDG	Madagascar	Eastern Africa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	2	0	1	0	0	1	1	0	1	0	1	1	0	2	0	2	2	2	3	3	1	0	0	0	1	0	1	2	2	4	10	1	1	2	5	3	4	1	6	2	0	13	2	6	6	1	1	7	4	5	4	7	1	6	7	3	1	4	6	2	2	4	1	2	0	4	1	0	0	0	0	3	3	3	3	1	1	3	1	1	1	1	1	2	4	0	2	1	1	1	2	1	1	1	1	2	4	2	1	0	1	1	1	0	0	0	1	2	0	0	0	1	1	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0	0	0	0	6	0	0	0	0	0	0	6	0	0	0	0	0	0	2	0	0	0	0	0	0	4	0	0	0	0	0	0	7	0	0	0	0	0	0	5	0	0	0	0	0	0	3	0	0	0	0	0	10	0	0	0	0	0	0	0	16	3	5	1	2	1	2	5	6	4	6	2	6	9	3	6	7	9	15	15	11	5	5	5	3	7	6	11	7	7	6	6	8	7	4	7	4	10	11	6	10	9	5	6	6	9	17	6	6	11	12		
MWI	Malawi	Southern Africa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2	0	0	3	0	0	0	1	1	0	0	1	2	0	0	0	1	0	2	5	1	4	2	2	5	1	1	3	8	4	3	4	0	2	7	5	3	8	7	5	4	0	4	2	5	6	3	0	5	8	1	0	6	3	0	6	0	1	3	1	4	1	1	1	1	1	2	0	1	1	3	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	1	3	1	3	0	4	5	12	5	10	19	21	10	6	9	14	7	15	17	43	49	25	38	10	22	15	73	15	44	15	10	14	35	18	20	38	19	18	9	17	14	12	11	15	6	10	8	8	13	7	9	8	3	5	4	4	4	3	4	5	3	2	5	4	2	1	4	3	1	1	3	1	1	4	0	3	1	1	3	2	1	6	3	4	1	1	0	2	1	1	1	1	3	1	0	1	0	1	1	1	4	1	1	0	2	2	0	1	3	0	3	0	0	0	2	0	0	1	0			
